Unnamed: 0,Water System,respondent,num_lsl,pct_lsl,data_source,full_addr,lat,long,tot_num_serv_connects_sdwis,LCR_90thpctile,SDWIS PWS ID,PWSID,sys_name,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,Service Line Material is Unknown - Number of Service Connection,lead_gooseneck_serv_connects,lead_serv_line_serv_connects,"Lead only from Water Main to Property line, Curb or Shut-Off",lead_btwn_shutoff_house,owner_btwn_watermain_shutoff,"Ownership from curb, propertly line, or shut-off to home",e_r_leadportion,e_r_slmat,e_r_lead_gooseneck,E or R - Entire Service Line is Lead from the Water Main to home,e_r_lead_maintoshutoff,e_r_shutofftohouse,e_r_num_serv_connects,e_r_tot_sl_w_lead,conf_rec_no_lead,conf_rec_mat_unk,conf_rec_lead_gooseneck,conf_rec_lead_servline,conf_rec_lead_btwn_watermain_shutoff,conf_rec_lead_btw_shutoff_house,Confidence in Records - Total Number of Service Connection,conf_rec_tot_num_serv_lines_w_lead,_merge
553,Pleasantview Utilities Inc,No,No response,Unknown,Unknown,"3812 West Galaxy Drive, Connersville, IN 47331",39.631464,-85.201367,195,Unknown,IN5221004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
554,Pleasantville Water Company,No,No response,Unknown,Unknown,"1255 South County Road 600 East, Sullivan, IN 47882",39.064649,-87.296558,315,Unknown,IN5277007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
555,Plymouth Water Department,Yes,1,0.03%,Estimated,"900 Ledyard Street, Plymouth, IN 46563",41.334972,-86.294906,3741,0.0046,IN5250010,IN5250010,PLYMOUTH WATER DEPARTMENT,3199.0,1.0,2112.0,1086.0,0.0,0.0,0.0,1.0,M,R,E,E,E,E,E,E,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
556,Portland Municipal Water Plant,Yes,800,28.57%,Estimated,"321 North Meridian Street, Portland, IN 47371-1992",40.435941,-84.97765,2800,0.001,IN5238007,IN5238007,PORTLAND MUNICIPAL WATER PLANT,2702.0,800.0,1902.0,800.0,,,,,M,R,E,E,E,E,E,E,E,E,6.0,4.0,1.0,6.0,6.0,1.0,10.0,6.0,both
557,Posey Township Water Corp,Yes,No response,Unknown,Unknown,"136 East US Highway 150, Hardinsburg, IN 47125-0065",38.460434,-86.277914,1225,0.0012,IN5288006,IN5288006,POSEY TOWNSHIP WATER CORP.,1300.0,,1300.0,,,,,,P,R,E,,,,,,,,10.0,,,,,,,,both
558,Poseyville Municipal Water Department,Yes,11,1.96%,Estimated,"P.O. Box 194 38 West Main Street, Poseyville, IN 47633",38.169564,-87.784559,560,Unknown,IN5265008,IN5265008,POSEYVILLE MUNICIPAL WATER DEPARTMENT,560.0,11.0,299.0,250.0,5.0,0.0,5.0,1.0,M,P,E,E,E,E,E,E,E,E,10.0,10.0,3.0,8.0,3.0,2.0,9.0,5.0,both
559,Pretty View Condominium Owners Association,No,No response,Unknown,Unknown,"1409 Chester Street, South Bend, IN 46615",41.667126,-86.227462,30,Unknown,IN5250014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
560,Princes Lake Water Department,Yes,0,0%,Unknown,"P.O. Box 218, Nineveh, IN 46164",39.362272,-86.084714,1679,0.015,IN5241007,IN5241007,PRINCES LAKE WATER DEPARTMENT,1700.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,P,R,E and R,R,E,R,E,E,R,,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,both
561,Princeton Water Department,Yes,No response,Unknown,Estimated,"P.O. Box 15, Princeton, IN 47670",38.354997,-87.566601,4350,0.001,IN5226008,IN5226008,PRINCETON WATER DEPARTMENT,4350.0,,,4350.0,,,,,M,R,E,E,E,E,E,E,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
562,Prossers Country Estates,No,No response,Unknown,Unknown,"5394 South State Road 15, Wabash, IN 46992",40.739989,-85.75309,54,Unknown,IN5285012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
563,Purdue Univ Water Works,Yes,No response,Unknown,Unknown,"403 Sheetz Street, West Lafayette, IN 47907-2075",40.417847,-86.912412,260,0.0014,IN5279015,IN5279015,PURDUE UNIV. WATER WORKS,,,,,,,,,P,P,,,,,,,,,,,,,,,,,both
564,Putnamville Correctional Facility,Yes,No response,Unknown,Unknown,"1946 US-40, Greencastle, IN 46135",39.567103,-86.886867,38,Unknown,IN5267005,IN5267005,PUTNAMVILLE CORRECTIONAL FACILITY,38.0,,38.0,,,,,,M,M,E,,,,,,,,10.0,,,,,,,,both
565,Queen Road Mobile Home Park,Yes,No response,Unknown,Unknown,"6515 Filbert Road, Bremen, IN 46506",41.382601,-86.16605,16,Unknown,IN5250015,IN5250015,QUEEN ROAD MOBILE HOME PARK,,,18.0,,,,,,P,P,,,,,,,,,10.0,,,,,,,,both
566,Ramsey Water Company Inc,No,No response,Unknown,Unknown,"P.O. Box 245, Ramsey, IN 47166",38.306758,-86.165002,5384,Unknown,IN5231005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
567,Redkey Water Plant,Yes,25,4.52%,Estimated,"295 West North Street P.O. Box 443, Pennville, IN 47369",40.49367,-85.150912,553,0.0173,IN5238008,IN5238008,REDKEY WATER PLANT,650.0,25.0,600.0,25.0,25.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,7.0,7.0,7.0,8.0,8.0,7.0,10.0,7.0,both
568,Reelsville Water Company,No,No response,Unknown,Unknown,"P.O. Box 57, Reelsville, IN 46171-0057",39.557544,-86.966957,920,Unknown,IN5267006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
569,Regency Mobile Home Park - Real Life Real Estate LLC,No,No response,Unknown,Unknown,"121 Gregory Drive, Pendleton, IN 46064",40.002991,-85.71193,51,Unknown,IN5248021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
570,Regency Pointe Estates Mobile Home Park,Yes,0,0%,Estimated,"8280 US-30, Pierceton, IN 46562",41.198348,-85.686496,131,0.021,IN5243011,IN5243011,REGENCY POINTE ESTATES MOBILE HOME PARK,115.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,P,P,E,E,E,E,E,E,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
571,Remington Water Works,Yes,40,6.16%,Recorded,"P.O. Box 70, Remington, IN 47977",40.760873,-87.150852,649,Unknown,IN5237004,IN5237004,REMINGTON WATER WORKS,645.0,40.0,605.0,0.0,0.0,1.0,39.0,0.0,M,R,R,E,E,R,R,E,R,R,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,both
572,Renaissance Health Care LLC,Yes,0,0%,Unknown,"6050 South 800 East -92, Fort Wayne, IN 46814",41.077032,-85.337859,1,Unknown,IN5202033,IN5202033,"RENAISSANCE HEALTH CARE, LLC.",1.0,0.0,1.0,,,,,,P,P,R,,,,,,,,10.0,,,,,,,,both
573,Rensselaer Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 280, Rensselaer, IN 47978",40.934584,-87.150309,2684,0.0176,IN5237005,IN5237005,RENSSELAER WATER DEPARTMENT,2684.0,,,2684.0,,,,,M,R,,,,,,,,,,,,,,,,,both
574,Reo Water Corporation,Yes,No response,Unknown,Unknown,"3067 West State Road 66, Rockport, IN 47635",37.901233,-87.110968,1581,0.02,IN5274009,IN5274009,REO WATER CORPORATION,1650.0,,1650.0,,,,,,P,R,R,,,,,,,,9.0,,,,,,,,both
575,Reynolds Water Works,No,No response,Unknown,Unknown,"P.O. Box 214, Reynolds, IN 47980",40.749483,-86.871681,264,Unknown,IN5291013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
576,Rhoades Wheel In Mobile Home Park,No,No response,Unknown,Unknown,"4665 W 100S, Wabash IN 46992",40.80888,-85.883076,32,Unknown,IN5285011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
577,Rhs Water Corporation,Yes,0,0%,Estimated,"2765 Plateau Place, Bloomington, IN 47401",39.115569,-86.501273,340,Unknown,IN5253015,IN5253015,RHS WATER CORPORATION,344.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,E,E,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,both
578,Richmond Mobile Home Park,No,No response,Unknown,Unknown,"3398 North Salisbury Road Lot 11, Richmond, IN 47374",39.87556,-84.94023,65,Unknown,IN5289004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
579,Ridgeville Water Department,No,No response,Unknown,Unknown,"P.O. Box 43, Ridgeville, IN 47380",40.289211,-85.028857,360,Unknown,IN5268008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
580,Riley Resort Land Trust,No,No response,Unknown,Unknown,"P.O. Box 321, Pierceton, IN 46562",41.200323,-85.705542,29,Unknown,IN5243063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
581,Rising Sun Utilities,Yes,95,8.51%,Estimated,"200 North Walnut Street, Rising Sun, IN 47040",38.950197,-84.852456,1116,Unknown,IN5258002,IN5258002,RISING SUN UTILITIES,1116.0,95.0,1021.0,0.0,95.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,both
582,River Bend Manor Mobile Home Park,No,No response,Unknown,Unknown,"P.O. Box 193, Lowell, IN 46356",41.291737,-87.426352,19,Unknown,IN5256011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
583,Riverside Community,No,No response,Unknown,Unknown,"7963 North Del County Road, Albany, IN 47320",40.274773,-85.214606,25,Unknown,IN5268012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
584,Roachdale Water Works,No,No response,Unknown,Unknown,"P.O. Box 198, Roachdale, IN 46172",39.848934,-86.80223,400,Unknown,IN5267007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
585,Roads End Mobile Home Park,Yes,No response,Unknown,Unknown,"2467 South 550 East, Peru, IN 46970",40.729376,-85.972653,25,Unknown,IN5252024,IN5252024,ROADS END MOBILE HOME PARK,25.0,,,25.0,,,,,P,R,,,,,,,R,,,,,,,,10.0,,both
586,Roann Water Works,Yes,30,15.46%,Estimated,"P.O. Box 276, Roann, IN 46974-0276",40.912074,-85.924728,194,Unknown,IN5285013,IN5285013,ROANN WATER WORKS,195.0,30.0,82.0,83.0,30.0,0.0,0.0,,P,R,E,E,E,E,E,E,E,E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,both
587,Roanoke Water Works,No,No response,Unknown,Unknown,"P.O. Box 328, Roanoke, IN 46783",40.962547,-85.373308,823,Unknown,IN5235009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
588,Robin Hood Homes,Yes,No response,Unknown,Unknown,"337 Grace Village Drive, Winona Lake, IN 46590",41.222144,-85.800696,50,Unknown,IN5243043,IN5243043,ROBIN HOOD HOMES,,,,50.0,,,,,,R,,E,,,,,,,,,,,,,,,both
589,Rochester Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 110, Rochester, IN 46975-0110",41.064765,-86.215833,3661,0.0047,IN5225006,IN5225006,ROCHESTER WATER DEPARTMENT,5100.0,,,5100.0,,,,,P,R,,R,,,,,R,,,8.0,,,,,8.0,,both
590,Rockport Water,Yes,242,13.44%,Estimated,"P.O. Box 151, Rockport, IN 47635",37.883106,-87.049441,1800,Unknown,IN5274007,IN5274007,ROCKPORT WATER,1000.0,242.0,758.0,,242.0,0.0,0.0,0.0,M,R,E,,E,,,,E,E,7.0,,7.0,,,,7.0,7.0,both
591,Rockville Light & Water,No,No response,Unknown,Unknown,"103 West High Street P.O. Box 0143, Rockville, IN 47872",39.761195,-87.227936,1500,Unknown,IN5261006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
592,Rockwell Shores Apartments,Yes,0,0%,Recorded,"14325 Lauerman St, Cedar Lake, IN 46303",41.358168,-87.439241,17,0.019,IN5245002,IN5245002,ROCKWELL SHORES APARTMENTS,17.0,0.0,17.0,,,,,,P,P,R,,,,,,,R,10.0,,,,,,,10.0,both
593,Rocky Acres Mobile Home Park,Yes,0,0%,Recorded,"6491 Cox Road Lot 18, Terre Haute, IN 47802",39.385267,-87.482217,28,Unknown,IN5284027,IN5284027,ROCKY ACRES MOBILE HOME PARK,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
594,Rolling Prairie Mobile Home Park,No,No response,Unknown,Unknown,"3977 North 500 East, Rolling Prairie, IN 46371",41.665655,-86.602374,50,Unknown,IN5246023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
595,Rome City Housing Auth - Warrener Court,No,No response,Unknown,Unknown,"P.O. Box 415, Rome City, IN 46784",41.496161,-85.376645,1,Unknown,IN5257024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
596,Rosedale Water Works,No,No response,Unknown,Unknown,"P.O. Box 183, Rosedale, IN 47874",39.622817,-87.28335,369,Unknown,IN5261007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
597,Rosewood Manor Residential Center,No,No response,Unknown,Unknown,"5200 S. Burlington Dr, Muncie, IN 47302",40.146631,-85.333369,1,Unknown,IN5218021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
598,Rossville Water Works,Yes,0,0%,Estimated,"17 West Main Street P.O. Box 550, Rossville, IN 46065-0550",40.416798,-86.595246,680,Unknown,IN5212007,IN5212007,ROSSVILLE WATER WORKS,700.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,E,E,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,both
599,Royal Center Water Utility,Yes,400,94.34%,Estimated,"104 North Street P.O. Box 220, Royal Center, IN 46978-0220",40.864877,-86.4988,424,Unknown,IN5209008,IN5209008,ROYAL CENTER WATER UTILITY,424.0,400.0,24.0,400.0,400.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,both
600,Royal Oaks Estates,Yes,No response,Unknown,Unknown,"955 West 275 South, Lafayette, IN 47909",40.37742,-86.922166,47,Unknown,IN5279016,IN5279016,ROYAL OAKS ESTATES,47.0,,47.0,,,,,,,,R,,,,,,R,,10.0,,,,,,10.0,,both
601,Royal Oaks Homeowners Assn Inc,No,No response,Unknown,Unknown,"227 North Main Street, Monticello, IN 47960",40.74704,-86.761334,52,Unknown,IN5291019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
602,Rural Membership Water Corp Of Clark Co,Yes,0,0%,Unknown,"P. O. Box 239, Henryville, IN 47126",38.541728,-85.767744,3100,0.0021,IN5210009,IN5210009,RURAL MEMBERSHIP WATER CORP. OF CLARK CO,3100.0,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,P,R,R,,,,,,,,10.0,,,,,,,,both
603,Rushville City Utility,No,No response,Unknown,Unknown,"P.O. Box 39, Rushville, IN 46173",39.609532,-85.447468,2753,Unknown,IN5270005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
604,Russellville Water Works,No,No response,Unknown,Unknown,"211 South Harrison Street P.O. Box 173, Russellville, IN 46175",39.857774,-86.983538,160,Unknown,IN5267008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
605,Rykers Ridge Water Company,Yes,0,0%,Unknown,"P. O. Box 1027, Madison, IN 47250",38.735893,-85.379958,796,Unknown,IN5239007,IN5239007,RYKERS RIDGE WATER COMPANY,795.0,0.0,795.0,0.0,0.0,0.0,0.0,0.0,P,R,E,,,,,,E,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
606,Sacred Heart Apostolic School,No,No response,Unknown,Unknown,"P.O. Box 7, Rolling Prairie, IN 46371",41.69062,-86.600625,1,Unknown,IN5246006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
607,Salamonie Country Estates,No,No response,Unknown,Unknown,"1421 South 700 East, Marion, IN 46953",40.532254,-85.540295,66,Unknown,IN5285014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
608,Salem Water Works,No,No response,Unknown,Unknown,"201 East Market Street, Salem, IN 47167",38.605455,-86.099223,3364,Unknown,IN5288005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
609,Salt Creek Services Inc,Yes,0,0%,Recorded,"7847 South State Road 37, Bloomington, IN 47403",39.052713,-86.538727,45,Unknown,IN5253006,IN5253006,"SALT CREEK SERVICES, INC.",73.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,P,R,R,R,R,R,R,R,R,R,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,both
610,Sandborn Water Department,No,No response,Unknown,Unknown,"P.O. Box 135, Sandborn, IN 47578",38.896435,-87.186679,285,Unknown,IN5242011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
611,Sandcastle Apartments,Yes,0,0%,Recorded,Unknown Address,37.09024,-95.712891,Unknown,Unknown,IN5243037,IN5243037,SANDCASTLE APARTMENTS,24.0,0.0,24.0,,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
612,Santa Claus Water Utility,Yes,0,0%,Estimated,"P.O. Box 92, Santa Claus, IN 47579",38.112712,-86.917333,1717,0.0026,IN5274010,IN5274010,SANTA CLAUS WATER UTILITY,1690.0,0.0,1690.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,,E,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,both
613,Schererville Water Department,Yes,No response,Unknown,Unknown,"10 East Joliet Street, Schererville, IN 46375",41.492423,-87.451031,13187,0.005,IN5245041,IN5245041,SCHERERVILLE WATER DEPARTMENT,12011.0,,12011.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
614,Schneider Water Department,No,No response,Unknown,Unknown,"P.O. Box 207, Schneider, IN 46376-0207",41.183391,-87.448512,123,Unknown,IN5245042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
615,Scottsburg Water Department,Yes,No response,Unknown,Unknown,"2 East McClain Avenue, Scottsburg, IN 47170",38.686032,-85.770229,3096,0.0025,IN5272001,IN5272001,SCOTTSBURG WATER DEPARTMENT,3000.0,,,3000.0,,,,,U,U,,E,,,,,,,,10.0,,,,,,,both
616,Seelyville Water Works,Yes,240,9.60%,Estimated,"P.O. Box 249, Seelyville, IN 47878",39.4921,-87.2651,2500,0.002,IN5284011,IN5284011,SEELYVILLE WATER WORKS,2300.0,240.0,2349.0,1200.0,200.0,0.0,40.0,0.0,M,R,R,E,E,E,E,E,E,E,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,both
617,Sellersburg Water Department,No,No response,Unknown,Unknown,"P.O. Box 175, Sellersburg, IN 47172",38.398122,-85.754964,4966,Unknown,IN5210010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
618,Shadeland Mobile Home Park,Yes,0,0%,Estimated,"2351 State Road 25 West, Lafayette, IN 47909",40.371777,-86.949212,76,Unknown,IN5279017,IN5279017,SHADELAND MOBILE HOME PARK,76.0,0.0,76.0,,0.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,R,E,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,both
619,Shady Side Water Corporation,No,No response,Unknown,Unknown,"6537 North Britton Road, Solsberry, IN 47459",39.118069,-86.759593,44,Unknown,IN5253014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
620,Share Foundation,No,No response,Unknown,Unknown,"8794 North 500 East, Rolling Prairie, IN 46371",41.733079,-86.606073,13,Unknown,IN5246011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
621,Sharpsville Water Utility,No,No response,Unknown,Unknown,"P.O. Box 63, Sharpsville, IN 46068",40.378381,-86.086244,324,Unknown,IN5280003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
622,Shelburn Water Utilities,Yes,0,0%,Estimated,"15 North Railroad Street, Shelburn, IN 47879",39.17826,-87.393248,1024,Unknown,IN5277008,IN5277008,SHELBURN WATER UTILITIES,1120.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,E,E,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,both
623,Shelbys Landing,No,No response,Unknown,Unknown,"753 Shelbys Crest, Shelbyville, IN 46176",39.51353,-85.752853,23,Unknown,IN5273008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
624,Sheridan Water Works,Yes,No response,Unknown,Unknown,"506 South Main Street, Sheridan, IN 46069",40.134116,-86.220776,1256,Unknown,IN5229014,IN5229014,SHERIDAN WATER WORKS,,,,905.0,,,,,M,R,,,,,,,,,,,,,,,,,both
625,Shipshewana Water Works,Yes,0,0%,Estimated,"P.O. Box 486, Shipshewana, IN 46565",41.672828,-85.580263,456,Unknown,IN5244006,IN5244006,SHIPSHEWANA WATER WORKS,445.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,P,R,R,E,E,E,E,E,R,E,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,both
626,Shirley Municipal Water,Yes,No response,Unknown,Unknown,"P.O. Box 90, Shirley, IN 47384",39.891959,-85.576327,400,Unknown,IN5233013,IN5233013,SHIRLEY MUNICIPAL WATER,400.0,,,400.0,,,,,M,R,,E,,,,,,,,5.0,,,,,,,both
627,Shoals Water Company,No,No response,Unknown,Unknown,"P.O. Box 1078, Shoals, IN 47581-1078",38.650801,-86.781852,480,Unknown,IN5251007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
628,Silver Creek Water Corporation,Yes,0,0%,Unknown,"8104 County Line Road, Sellersburg, IN 47172",38.371011,-85.777357,7221,0.03,IN5210011,IN5210011,SILVER CREEK WATER CORPORATION,7571.0,0.0,7571.0,,,,,,P,R,E and R,,,,,,,,10.0,,,,,,,,both
629,Silver Lake Mobile Home Park - East,No,No response,Unknown,Unknown,"4305 US-20, Angola, IN 46703",41.634788,-85.073345,250,Unknown,IN5276018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
630,Silver Lake Water Works,Yes,48,8.92%,Estimated,"P.O. Box 159, Silver Lake, IN 46982",41.072266,-85.891657,538,Unknown,IN5243021,IN5243021,SILVER LAKE WATER WORKS,412.0,48.0,329.0,25.0,48.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,8.0,7.0,7.0,9.0,9.0,9.0,9.0,7.0,both
631,Sisters Of Holy Cross-St Marys College,No,No response,Unknown,Unknown,"100 Lourdes Hall-St. Mary's, Notre Dame, IN 46556-5014",41.707304,-86.256745,33,Unknown,IN5271025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
632,Sisters Of Providence/St Mary Of Woods,Yes,0,0%,Unknown,"1 Sisters of Providence, St. Mary Of The Woods, IN 47876",39.510464,-87.460613,48,Unknown,IN5284020,IN5284020,SISTERS OF PROVIDENCE/ST. MARY OF WOODS,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,P,P,R and E,,,,,,,,8.0,,,,,,,,both
633,Sisters-St Francis Perpetual Adoration,Yes,0,0%,Unknown,"1515 West Dragoon Trail, Mishawaka, IN 46544",41.643629,-86.198541,8,Unknown,IN5271026,IN5271026,SISTERS-ST. FRANCIS PERPETUAL ADORATION,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,P,P,R,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
634,Skyview Mobile Home Park,No,No response,Unknown,Unknown,"64720 C.R. 21, Goshen IN 46526",41.555469,-85.847042,40,Unknown,IN5220021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
635,South 43 Water Association Inc,No,No response,Unknown,Unknown,"4094 South US Highway 231, Greencastle, IN 46135",39.601095,-86.833283,549,Unknown,IN5267009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
636,South Bend Water Works,Yes,24000,57.51%,Estimated,"830 North Michigan Street, South Bend, IN 46601",41.686049,-86.250553,41729,0.003,IN5271014,IN5271014,SOUTH BEND WATER WORKS,41729.0,24000.0,17000.0,,,,24000.0,,R,R,E,,,,E,,,E,6.0,,,,6.0,,,6.0,both
637,South Harrison Water Corporation,Yes,0,0%,Estimated,"P.O. Box 548, Corydon, IN 47112",38.212012,-86.121915,3249,0.0046,IN5231006,IN5231006,SOUTH HARRISON WATER CORPORATION,3215.0,0.0,3215.0,0.0,0.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,R,E,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,both
638,South Lawrence Utilities,Yes,0,0%,Unknown,"244 Carpenter Drive, Mitchell, IN 47446",38.788524,-86.502043,2470,0.0046,IN5247007,IN5247007,SOUTH LAWRENCE UTILITIES,2464.0,0.0,2464.0,0.0,0.0,,0.0,,P,R,R,R,R,,,,,,10.0,10.0,10.0,,,,,,both
639,South Richland Conservancy District,No,No response,Unknown,Unknown,"5719 4th Road, Bremen, IN 46506",41.418387,-86.17003,34,Unknown,IN5225004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
640,South Whitley Municipal Water,Yes,No response,Unknown,Estimated,"P.O. Box 372, South Whitley, IN 46787",41.084768,-85.628038,750,Unknown,IN5292007,IN5292007,SOUTH WHITLEY MUNICIPAL WATER,900.0,,800.0,,,,,100.0,M,R,E,E,E,E,E,E,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
641,Southern Madison Utilities LLC,Yes,0,0%,Estimated,"5309 South State Road 13, Lapel, IN 46051 ",40.026915,-85.844063,27,Unknown,IN5248026,IN5248026,"SOUTHERN MADISON UTILITIES, LLC.",26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,R,R,E,E,E,E,E,E,R,E,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,both
642,Southern Madison Utilities/North Madison,Yes,No response,Unknown,Unknown,"5307 South State Road 13, Lapel, IN 46051 ",40.028995,-85.843307,4,Unknown,IN5248027,IN5248027,SOUTHERN MADISON UTILITIES/NORTH MADISON,4.0,,4.0,,,,,,R,R,R,,,,,,R,,,,,,,,,,both
643,Southern Monroe Water Authority,Yes,0,0%,Unknown,"9654 South Harrodsburg Road, Harrodsburg, IN 47434-0068",39.003125,-86.547441,3376,0.0063,IN5253007,IN5253007,SOUTHERN MONROE WATER AUTHORITY,3500.0,0.0,3500.0,3500.0,,,,,P,R,R,R,,,,,R,,10.0,10.0,,,,,10.0,10.0,both
644,Southwest Civic Shareholders Association,No,No response,Unknown,Unknown,"3371 West 200 South, Russiaville, IN 46979",40.446284,-86.191281,29,Unknown,IN5234010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
645,Southwestern Bartholomew Water Corp,Yes,No response,Unknown,Unknown,"4735 West Carlos Folger Drive, Columbus, IN 47201",39.200675,-85.975591,3071,0.005,IN5203008,IN5203008,SOUTHWESTERN BARTHOLOMEW WATER CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,both
646,Speedway Water Works,Yes,1266,29.59%,Estimated and Recorded,"1450 North Lynhurst Drive, Speedway, IN 46224",39.785857,-86.25107,4278,0.0034,IN5249008,IN5249008,SPEEDWAY WATER WORKS,4297.0,1266.0,3019.0,3568.0,,1241.0,3.0,22.0,R,R,E and R,R,,E and R,R,R,R,Eand R,7.0,10.0,,4.0,8.0,8.0,10.0,4.0,both
